what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506921779182
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506921782191
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1506921783139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506921785832
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506921786465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506921786515
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506921805653
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506921805825
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926362507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926365821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926366149
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926369813
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926379139
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926381380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926381736
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1506926388394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926399170
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926402128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926403140
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926421306
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926424068
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926424474
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926424792
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926432090
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1506926441785
started,bundle,org.eclipse.rse.core,3.1.101.v201009071110,"org.eclipse.rse.core",1506926441831
started,bundle,org.eclipse.rse.ui,3.1.101.v201008191400,"org.eclipse.rse.ui",1506926442082
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.1.v201008191400,"org.eclipse.rse.subsystems.files.core",1506926442086
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.101.v200907301400,"org.eclipse.rse.subsystems.files.local",1506926442087
started,bundle,org.eclipse.rse.files.ui,3.1.101.v201009071110,"org.eclipse.rse.files.ui",1506926442105
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.100.v201003010830,"org.eclipse.rse.subsystems.shells.core",1506926442122
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.100.v200905272300,"org.eclipse.rse.subsystems.shells.local",1506926442123
started,bundle,org.eclipse.rse.connectorservice.local,2.1.100.v200905272300,"org.eclipse.rse.connectorservice.local",1506926442147
started,bundle,org.eclipse.rse.services.local,2.1.201.v201009071110,"org.eclipse.rse.services.local",1506926442175
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926442266
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1506926454124
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926456276
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926463623
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926473801
started,bundle,org.eclipse.core.externaltools,1.0.1.v20100831_r361,"org.eclipse.core.externaltools",1506926476946
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1506926491541
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926491589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926497557
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1506926498790
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926498837
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926504396
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926504472
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1506926504690
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926517264
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926523726
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926525555
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1506926525666
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926525739
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1506926567487
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1506926580628
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1506926587311
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavadocView",1506926588621
opened,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1506926589669
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.SourceView",1506926589677
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1506926590569
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1506926591238
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926592274
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926625107
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926625585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926634693
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926636238
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926642944
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926644911
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926663685
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926664800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926666077
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1506926795322
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1506926795333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926795411
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926800168
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1506926801123
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1506926801533
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926802112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926803511
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926803570
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926809121
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926813564
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926813699
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926813727
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926814399
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1506926817838
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926817948
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926819376
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1506926823250
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926836506
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926836654
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926836686
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926851584
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926853315
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926854024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1506926869512
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926871523
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1506926872889
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926874290
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926874373
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1506926874423
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926875709
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1506926876725
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1506926878711
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1506926880293
