what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791839030
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791839580
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791841052
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1505791857189
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1505791857330
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1505791857364
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1505791859702
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.navigate.goToResource",1505791859704
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791865368
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791865562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791865814
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791867932
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791867994
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791895154
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791899683
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791899853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791900121
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791903810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791903871
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791910098
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1505791917492
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1505791925033
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1505791927841
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791933755
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791952158
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791959979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1505791963263
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1505791963263
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791963309
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791973526
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791973904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791974076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791976123
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791978514
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505791979804
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505791979846
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792048979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1505792050717
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792050770
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792051253
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792052048
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792058422
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1505792096067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1505792096067
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792096119
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792096124
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1505792096338
started,bundle,org.eclipse.jdt.apt.core,3.3.401.R36_v20100727-0110,"org.eclipse.jdt.apt.core",1505792097150
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792103565
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1505792114724
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1505792114916
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1505792115088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792120264
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792130462
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1505792138047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792138355
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792141733
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792141743
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792144131
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792144136
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792144410
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1505792144465
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1505792144545
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1505792144604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792163937
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792224145
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792231068
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.3.v201011040143,"org.eclipse.wst.jsdt.debug.core",1505792233050
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1505792233399
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1505792235211
